2025-06-27 13:00:53.075 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Hetlioz
2025-06-27 13:38:21.990 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Lopinavir-ritonavir-viatris
2025-06-27 13:38:21.996 | INFO     | adapters.download_file:download_pdf:92 - Downloading 60/159 : Neoclarityn
2025-06-27 13:38:22.084 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Vafseo
2025-06-27 13:38:22.086 | INFO     | adapters.download_file:download_pdf:92 - Downloading 61/159 : Viramune
2025-06-27 13:38:22.240 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Neoclarityn
2025-06-27 13:38:22.242 | INFO     | adapters.download_file:download_pdf:92 - Downloading 62/159 : Torisel
2025-06-27 13:38:22.295 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Torisel. Retrying...(1/5)
2025-06-27 13:38:22.305 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Viramune
2025-06-27 13:38:22.306 | INFO     | adapters.download_file:download_pdf:92 - Downloading 63/159 : Memantine-mylan
2025-06-27 13:38:22.343 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Memantine-mylan. Retrying...(1/5)
2025-06-27 13:38:24.525 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Zimbus-breezhaler. Retrying...(3/5)
2025-06-27 13:38:25.739 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pandemic-influenza-vaccine-h5n1-astrazeneca. Retrying...(4/5)
2025-06-27 13:38:27.980 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dimethyl-fumarate-accord. Retrying...(4/5)
2025-06-27 13:38:28.392 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Memantine-mylan. Retrying...(2/5)
2025-06-27 13:38:34.509 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Torisel
2025-06-27 13:38:34.510 | INFO     | adapters.download_file:download_pdf:92 - Downloading 64/159 : Apretude
2025-06-27 13:38:34.665 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Apretude
2025-06-27 13:38:34.666 | INFO     | adapters.download_file:download_pdf:92 - Downloading 65/159 : Sapropterin-dipharma
2025-06-27 13:38:34.705 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sapropterin-dipharma. Retrying...(1/5)
2025-06-27 13:38:34.839 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Zimbus-breezhaler
2025-06-27 13:38:34.840 | INFO     | adapters.download_file:download_pdf:92 - Downloading 66/159 : Azacitidine-accord
2025-06-27 13:38:34.875 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Azacitidine-accord. Retrying...(1/5)
2025-06-27 13:38:35.779 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pandemic-influenza-vaccine-h5n1-astrazeneca. Retrying...(5/5)
2025-06-27 13:38:36.045 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dimethyl-fumarate-accord. Retrying...(5/5)
2025-06-27 13:38:40.436 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Memantine-mylan. Retrying...(3/5)
2025-06-27 13:38:41.760 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sapropterin-dipharma. Retrying...(2/5)
2025-06-27 13:38:42.800 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sapropterin-dipharma. Retrying...(3/5)
2025-06-27 13:38:43.479 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Memantine-mylan. Retrying...(4/5)
2025-06-27 13:38:45.790 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Pandemic-influenza-vaccine-h5n1-astrazeneca
2025-06-27 13:38:45.796 | INFO     | adapters.download_file:download_pdf:92 - Downloading 67/159 : Dimethyl-fumarate-neuraxpharm
2025-06-27 13:38:45.940 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Azacitidine-accord. Retrying...(2/5)
2025-06-27 13:38:45.959 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Dimethyl-fumarate-neuraxpharm
2025-06-27 13:38:45.961 | INFO     | adapters.download_file:download_pdf:92 - Downloading 68/159 : Duloxetine-viatris
2025-06-27 13:38:45.997 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Duloxetine-viatris. Retrying...(1/5)
2025-06-27 13:38:46.986 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Azacitidine-accord. Retrying...(3/5)
2025-06-27 13:38:47.528 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Memantine-mylan. Retrying...(5/5)
2025-06-27 13:38:49.057 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Dimethyl-fumarate-accord
2025-06-27 13:38:49.061 | INFO     | adapters.download_file:download_pdf:92 - Downloading 69/159 : Armisarte
2025-06-27 13:38:49.099 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Armisarte. Retrying...(1/5)
2025-06-27 13:38:51.841 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sapropterin-dipharma. Retrying...(4/5)
2025-06-27 13:38:58.139 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Sapropterin-dipharma
2025-06-27 13:38:58.141 | INFO     | adapters.download_file:download_pdf:92 - Downloading 70/159 : Xiliarx
2025-06-27 13:38:58.175 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Xiliarx. Retrying...(1/5)
2025-06-27 13:38:58.540 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Memantine-mylan
2025-06-27 13:38:58.547 | INFO     | adapters.download_file:download_pdf:92 - Downloading 71/159 : Hukyndra
2025-06-27 13:38:59.036 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Duloxetine-viatris. Retrying...(2/5)
2025-06-27 13:38:59.050 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Azacitidine-accord. Retrying...(4/5)
2025-06-27 13:38:59.161 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Hukyndra
2025-06-27 13:38:59.162 | INFO     | adapters.download_file:download_pdf:92 - Downloading 72/159 : Alkindi
2025-06-27 13:38:59.201 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alkindi. Retrying...(1/5)
2025-06-27 13:38:59.216 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Xiliarx. Retrying...(2/5)
2025-06-27 13:39:00.269 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Xiliarx. Retrying...(3/5)
2025-06-27 13:39:01.092 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Duloxetine-viatris. Retrying...(3/5)
2025-06-27 13:39:01.146 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Armisarte. Retrying...(2/5)
2025-06-27 13:39:02.251 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alkindi. Retrying...(2/5)
2025-06-27 13:39:04.195 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Armisarte. Retrying...(3/5)
2025-06-27 13:39:08.158 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Duloxetine-viatris. Retrying...(4/5)
2025-06-27 13:39:10.260 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Azacitidine-accord
2025-06-27 13:39:10.261 | INFO     | adapters.download_file:download_pdf:92 - Downloading 73/159 : Irbesartan-teva
2025-06-27 13:39:10.300 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Irbesartan-teva. Retrying...(1/5)
2025-06-27 13:39:13.336 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Irbesartan-teva. Retrying...(2/5)
2025-06-27 13:39:14.258 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Armisarte. Retrying...(4/5)
2025-06-27 13:39:15.312 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Xiliarx. Retrying...(4/5)
2025-06-27 13:39:16.308 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alkindi. Retrying...(3/5)
2025-06-27 13:39:18.378 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Irbesartan-teva. Retrying...(3/5)
2025-06-27 13:39:19.358 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alkindi. Retrying...(4/5)
2025-06-27 13:39:20.431 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Irbesartan-teva. Retrying...(4/5)
2025-06-27 13:39:22.205 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Duloxetine-viatris. Retrying...(5/5)
2025-06-27 13:39:22.405 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Alkindi. Retrying...(5/5)
2025-06-27 13:39:23.301 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Armisarte. Retrying...(5/5)
2025-06-27 13:39:23.431 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Alkindi
2025-06-27 13:39:23.434 | INFO     | adapters.download_file:download_pdf:92 - Downloading 74/159 : Darunavir-krka
2025-06-27 13:39:23.479 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Darunavir-krka. Retrying...(1/5)
2025-06-27 13:39:28.736 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Darunavir-krka
2025-06-27 13:39:28.737 | INFO     | adapters.download_file:download_pdf:92 - Downloading 75/159 : Cinacalcet-viatris
2025-06-27 13:39:28.793 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cinacalcet-viatris. Retrying...(1/5)
2025-06-27 13:39:29.353 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Xiliarx. Retrying...(5/5)
2025-06-27 13:39:33.215 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Duloxetine-viatris
2025-06-27 13:39:33.222 | INFO     | adapters.download_file:download_pdf:92 - Downloading 76/159 : Ervebo
2025-06-27 13:39:33.264 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ervebo. Retrying...(1/5)
2025-06-27 13:39:34.364 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Xiliarx
2025-06-27 13:39:34.369 | INFO     | adapters.download_file:download_pdf:92 - Downloading 77/159 : Opatanol
2025-06-27 13:39:34.408 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Opatanol. Retrying...(1/5)
2025-06-27 13:39:34.503 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Irbesartan-teva. Retrying...(5/5)
2025-06-27 13:39:36.305 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Armisarte
2025-06-27 13:39:36.308 | INFO     | adapters.download_file:download_pdf:92 - Downloading 78/159 : Inlyta
2025-06-27 13:39:36.344 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Inlyta. Retrying...(1/5)
2025-06-27 13:39:36.597 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Opatanol
2025-06-27 13:39:36.598 | INFO     | adapters.download_file:download_pdf:92 - Downloading 79/159 : Posaconazole-ahcl
2025-06-27 13:39:36.636 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Posaconazole-ahcl. Retrying...(1/5)
2025-06-27 13:39:36.833 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cinacalcet-viatris. Retrying...(2/5)
2025-06-27 13:39:44.434 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Ervebo
2025-06-27 13:39:44.435 | INFO     | adapters.download_file:download_pdf:92 - Downloading 80/159 : Potactasol
2025-06-27 13:39:44.542 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Inlyta
2025-06-27 13:39:44.542 | INFO     | adapters.download_file:download_pdf:92 - Downloading 81/159 : Pravafenix
2025-06-27 13:39:44.577 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pravafenix. Retrying...(1/5)
2025-06-27 13:39:44.736 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Potactasol
2025-06-27 13:39:44.738 | INFO     | adapters.download_file:download_pdf:92 - Downloading 82/159 : Kineret
2025-06-27 13:39:44.775 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Kineret. Retrying...(1/5)
2025-06-27 13:39:45.687 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Posaconazole-ahcl. Retrying...(2/5)
2025-06-27 13:39:48.515 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Irbesartan-teva
2025-06-27 13:39:48.521 | INFO     | adapters.download_file:download_pdf:92 - Downloading 83/159 : Fampyra
2025-06-27 13:39:48.606 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Fampyra
2025-06-27 13:39:48.607 | INFO     | adapters.download_file:download_pdf:92 - Downloading 84/159 : Darunavir-viatris
2025-06-27 13:39:48.643 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Darunavir-viatris. Retrying...(1/5)
2025-06-27 13:39:49.882 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cinacalcet-viatris. Retrying...(3/5)
2025-06-27 13:39:51.680 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Darunavir-viatris. Retrying...(2/5)
2025-06-27 13:39:52.738 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Posaconazole-ahcl. Retrying...(3/5)
2025-06-27 13:39:52.822 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Kineret. Retrying...(2/5)
2025-06-27 13:39:56.921 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cinacalcet-viatris. Retrying...(4/5)
2025-06-27 13:39:58.638 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pravafenix. Retrying...(2/5)
2025-06-27 13:39:59.038 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Kineret
2025-06-27 13:39:59.039 | INFO     | adapters.download_file:download_pdf:92 - Downloading 85/159 : Aimovig
2025-06-27 13:39:59.249 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Aimovig
2025-06-27 13:39:59.250 | INFO     | adapters.download_file:download_pdf:92 - Downloading 86/159 : Votrient
2025-06-27 13:39:59.286 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Votrient. Retrying...(1/5)
2025-06-27 13:40:00.337 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Votrient. Retrying...(2/5)
2025-06-27 13:40:02.733 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Darunavir-viatris. Retrying...(3/5)
2025-06-27 13:40:02.779 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Posaconazole-ahcl. Retrying...(4/5)
2025-06-27 13:40:07.832 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Posaconazole-ahcl. Retrying...(5/5)
2025-06-27 13:40:10.990 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cinacalcet-viatris. Retrying...(5/5)
2025-06-27 13:40:11.785 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Darunavir-viatris. Retrying...(4/5)
2025-06-27 13:40:13.683 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pravafenix. Retrying...(3/5)
2025-06-27 13:40:14.383 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Votrient. Retrying...(3/5)
2025-06-27 13:40:19.845 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Posaconazole-ahcl
2025-06-27 13:40:19.851 | INFO     | adapters.download_file:download_pdf:92 - Downloading 87/159 : Stalevo
2025-06-27 13:40:19.908 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Stalevo. Retrying...(1/5)
